"id","lat","lon"
883,10.9333004,108.1122335
884,18.6845,105.6968311
885,21.012113,107.2823608
886,21.9614339,106.6327872
887,10.8110467,106.688723
888,10.7587351,106.5706014
944,10.7479339,106.6862762
994,20.953014,107.08129
998,10.5364175,106.40624
1009,12.8108894,108.4495273
1010,21.0472121,105.8043537
1011,10.254376,105.963687
1012,10.7949605,106.665367
1013,10.982129,106.680405
1014,10.9820411,106.6578343
1015,18.6637821,105.672752
1016,10.767714,106.685363
1017,10.7945633,106.661272
1018,9.9338109,106.3392976
1019,21.03654,105.8442917
1020,10.7401022,106.6145249
1021,21.0393389,105.7894493
1022,10.7566826,106.655895
1024,10.9336135,108.0970196
1026,15.5642266,108.4928176
1027,9.601943,105.974294
1028,10.986319,106.5437787
1029,9.6036483,105.9648083
1030,10.8535942,106.7454875
1032,13.0898061,109.3091596
1033,16.4619296,107.5888331
1034,10.3700539,107.0765391
1035,10.8586666,106.7775836
1036,10.034477,105.7775222
1038,10.6226828,106.1883793
1039,10.3843128,105.4389708
1040,10.0285179,105.7519151
1041,16.0540557,108.2381203
1042,10.4154854,107.2016416
1043,10.7994556,106.683725
1044,10.236857,106.36684
1046,20.2490991,105.9733574
1047,13.7685584,109.2170617
1049,20.4439598,106.3369819
1051,10.0290827,105.7775675
1054,20.4297974,106.1773895
1055,21.1809102,106.0644907
1056,20.4173276,106.1419957
1057,20.5424198,105.9181156
1058,21.043356,105.8194923
1060,19.7970778,105.7768502
1062,10.7823826,106.6597469
1063,20.8304059,106.6781279
1066,10.7642723,106.66233
1067,10.8944048,106.3907648
1068,20.973843,105.763748
1072,21.0194848,105.8304729
1073,10.7386276,106.6295782
1077,20.9367808,106.3297102
1080,19.7768166,105.7711191
1082,11.289821,106.7219242
1083,20.8538387,106.6701841
1084,20.9370643,106.3090625
1089,10.8043719,106.6965315
1090,10.8474396,106.7763865
1092,10.7686191,106.6771404
1093,21.2735582,106.19175
1094,20.9987918,105.848059
1113,12.4512882,107.6217764
1114,10.4694384,105.6223004
1115,18.685236,105.6818099
1116,19.8017503,105.7785129
1117,21.0372262,105.8124393
1118,10.7454737,106.6625387
1124,10.4555475,105.6347228
1125,10.7999303,106.644947
1126,16.8115068,107.1077068
1128,10.7883691,106.6595086
1129,21.034969,105.8230923
1130,21.0306002,105.8202019
1131,13.7902408,109.214477
1132,10.9839414,106.6649797
1146,10.7870221,106.6344008
1169,10.3654616,105.4437126
1171,15.5989776,101.6787551
1172,10.3204125,105.7327151
1173,9.1675706,105.2583629
1174,10.3037627,105.6893843
1175,10.7714723,106.6271789
1177,10.7372665,106.6196001
1178,10.4935387,107.1670301
1179,10.8960299,106.689139
1180,10.7787455,106.6380583
1181,20.4341813,106.342898
1182,10.8214193,106.6995077
1183,10.8506059,106.650944
1185,10.8394349,106.729967
1186,12.6801323,108.0434185
1187,10.8409025,106.6628255
1190,21.0158066,105.8033757
1371,21.1966676,106.0880688
1406,10.7607916,106.6477348
1412,10.3570768,106.3551739
1414,10.7665166,106.6945452
1443,11.0332282,107.1720594
1566,21.1272739,105.501255
1568,10.8000944,106.6590073
1621,21.5875767,105.5428211
1637,21.0049397,105.7378459
1639,10.7620279,106.6748739
1653,10.797283,106.670083
1711,20.9884419,105.7959978
1715,10.8505029,106.6496877
1735,21.594777,105.8157346
1814,10.3778927,105.4292488
1815,10.7453736,106.6812334
1817,10.7429286,106.6860173
1818,10.3391954,107.0628313
1820,9.167308,105.143009
1821,9.174333,105.151306
1822,10.6764211,106.7436961
1823,10.353855,106.372261
1825,9.1809458,105.1556536
1826,10.7849062,106.6240839
1827,10.7736681,106.662495
1828,10.7130417,106.6991283
1829,10.7465371,106.6836429
1830,10.950602,106.8159016
1831,10.5364618,106.4041396
1832,10.8167522,106.7742712
1833,10.7899405,106.6199273
1835,10.363103,106.356322
1836,10.7669069,106.6405909
1837,10.9547564,106.8520121
1838,10.960874,106.5002391
1839,10.8658036,106.6494455
1840,10.7013162,106.7361399
1841,10.8137823,106.6929866
1842,10.9677709,106.8987598
1843,10.7761412,106.6066663
1845,10.8178935,106.6781714
1846,10.745482,106.6809807
1847,10.8639069,106.7460297
1848,10.8396759,106.6551393
1850,10.8450623,106.675509
1851,10.7714448,106.6719975
1852,10.8529265,106.7523238
1853,10.88844,106.594407
1854,10.7044675,106.7303608
1856,10.7886192,106.6550446
1857,10.7885761,106.7669122
1859,10.8229938,106.6859402
1860,10.7837904,106.6686579
1861,10.7363058,106.7158011
1868,10.8676413,106.6987652
1869,10.7185163,106.637137
1870,10.7712415,106.7221012
1975,20.5370415,105.9181572
2068,12.2481723,109.1948108
2166,20.8905087,106.5681828
2215,10.7439705,106.7136383
2240,10.0991317,105.6809128
2242,20.9958717,105.8605682
2245,21.0169436,105.9344512
2246,12.2518861,109.1741358
2247,20.4290939,106.1648252
2248,11.5709421,108.9891237
2249,20.4290939,106.1648252
2250,10.7819748,106.9489857
2251,19.8204474,105.7720881
2252,21.0405623,105.7629561
2287,21.0057491,105.8225012
2303,9.169368,105.2699226
2304,10.3468802,105.4623821
2306,20.986327,105.8131355
2327,20.8344889,106.6892043
2329,20.9620127,105.7575035
2366,21.5268343,107.9707997
2367,10.760042,106.6972023
2434,14.3600172,107.9979373
2532,21.0254471,105.8547765
2533,10.7504984,106.6937269
2580,10.3387979,107.0878955
2581,10.3965656,107.1152883
2664,21.0347385,105.8080441
2696,20.9964312,105.8516085
2760,21.0149372,105.8316254
2761,21.018877,105.8278773
2777,20.8229569,106.4003019
2805,9.95105,105.1213513
2806,21.0714796,105.8761897
2808,20.8233999,105.3446522
2835,19.80886,105.7624
2836,20.996275,105.8487614
2926,18.3407686,105.8872986
2927,10.9739754,106.4943202
2948,21.0430719,105.8693787
2952,20.8346214,106.694517
2968,15.5630776,108.4953198
3032,21.5816098,105.8160394
3034,11.5701724,108.9825891
3039,20.8477723,106.690656
3041,10.3557856,106.3589112
3050,21.018517,105.8008005
3051,21.0106242,105.7970067
3052,10.768825,106.6878035
3054,10.7722768,106.7199494
3060,10.7297708,106.723693
3097,10.8023796,106.7387829
3126,21.0402139,105.6981482
3127,21.0151976,105.814552
3158,10.7598634,106.5870176
3159,10.7867595,106.620093
3182,18.6661881,105.6700543
3183,16.0709874,108.214089
3184,21.5909914,105.8264612
3185,20.8457217,106.7076954
3201,10.7299658,106.7014386
3259,21.023988,105.8183603
3260,21.0029263,105.8656572
3334,20.9950712,105.8686637
3335,10.8058691,106.6266271
3336,10.7299658,106.7014386
3338,10.2362425,106.3769918
3389,21.0507326,105.8913366
3392,21.0057188,105.841203
3393,21.0057117,105.841203
3394,21.0277568,105.8820246
3395,21.0073429,105.7759031
3396,20.9950822,105.8691538
3452,20.7625628,106.6629513
3473,14.3543401,108.0007639
3474,12.6899456,108.0469477
3475,11.5637261,109.0069703
3477,21.0521348,105.7885697
3512,10.8474912,106.6599183
3556,18.6771161,105.6845349
3585,13.1046253,109.3036825
3586,10.3523367,107.0858415
3588,21.0415518,105.7599044
3589,21.0362665,105.7918838
3590,21.0234662,105.8071957
3591,20.999536,105.8052502
3592,21.0418098,105.7732985
3593,10.7817467,106.6408558
3605,10.8544071,106.8063418
3718,16.0603502,108.2108071
3807,10.7438059,106.7307484
3808,10.7578254,106.6117502
3859,20.9899065,105.7961509
3877,21.5905092,105.8296036
3880,21.3322929,105.3385805
3881,10.7602804,106.622588
3889,10.7584127,106.6968639
3897,10.8144657,106.6028911
3919,20.4032521,106.5018143
3947,16.0649549,108.1899105
4001,20.9945438,105.8655294
4009,21.011276,105.8407763
4010,16.4644793,107.5925883
4012,20.997801,105.8103403
4013,21.8544158,106.7543512
4014,20.8499668,106.669048
4076,10.9461222,106.8281702
4215,10.8611912,106.6475439
4217,21.0315398,105.8157989
4241,10.5383879,106.40319
4472,10.7962793,106.6446309
4473,10.7859731,106.754109
4489,10.6619796,106.5740477
4490,10.755188,106.669643
4491,10.795775,106.6181563
4497,11.041404,107.1707135
4498,9.2281404,105.4177169
4499,10.7399617,106.6369787
4505,10.8271789,106.696799
4512,20.9914158,105.7604029
4513,21.1237454,105.9679756
4587,21.4063189,105.3611945
4608,10.0478616,105.7671011
4616,21.0185898,105.9348092
4702,10.3585945,105.3734457
4800,21.1539558,106.1457022
4836,21.010526,105.7904009
4838,10.8023128,106.6299138
4873,21.0715202,105.8084899
4930,21.073839,105.7991653
4936,21.055579,105.8340948
4937,21.0608107,105.8303288
4938,21.0357717,105.7799356
4939,21.015396,105.7727255
4940,21.0243459,105.8443289
4949,21.0298205,105.8545562
5008,20.8715715,105.8627913
5036,16.81936,107.1037167
5037,21.5906853,105.8437976
5078,10.749862,106.6438893
5189,12.6806971,108.0407227
5191,16.4644078,107.5924606
5287,10.8414134,106.7007559
5305,10.9587801,106.8333037
5319,21.02061,105.8394103
5348,10.9305666,106.8763435
5558,20.9953023,105.8424338
5613,21.0246996,105.8555218
5800,21.3160243,105.38776
5817,10.9461696,106.8544525
5850,20.9938066,105.9534533
5895,10.7145936,106.6284007
5931,21.0018407,105.8585612
6126,15.8811071,108.32372
6165,21.0075025,105.8006205
6168,21.001019,105.8141145
6169,20.8466139,106.7046202
6171,20.865855,106.6893566
6172,10.806092,106.6620053
6173,10.780987,106.696306
6174,10.7940546,106.7201911
6175,10.755997,106.6609013
6198,21.014976,105.7749846
6199,21.0321546,105.810201
6222,10.755997,106.6609013
6228,21.3313528,103.9102028
6229,21.7152799,104.8985817
6230,22.4983318,103.9650397
6493,10.0991336,105.7137436
6504,9.6363767,106.4945728
6676,10.843836,106.7103427
6681,10.025183,105.7728657
6682,11.0505741,106.6582322
6688,10.7948576,106.667333
6791,11.9414436,108.4303104
6794,10.9763196,106.6682298
6829,21.2743168,106.1973396
6830,21.0532539,105.8842328
6831,20.9502914,107.0820879
6857,10.9637752,106.8633684
6919,20.9974081,105.895925
6920,21.0312705,105.8122404
6921,19.8021733,105.7839101
6932,10.7738117,106.6510844
6982,10.791658,106.6694132
7014,21.0439224,105.8640266
7036,13.9765303,108.0033281
7064,10.9214186,108.0904709
7070,21.0337829,105.7956552
7089,21.0339853,105.7865839
7090,21.0449274,105.8431865
7091,21.0287364,105.8126468
7092,21.0363998,105.8536914
7093,20.9889443,105.8048323
7094,21.0021859,105.8274362
7095,21.019536,105.8518596
7096,21.0339984,105.854706
7097,21.032955,105.8306253
7119,20.9825805,105.8234699
7145,20.7515142,105.9912874
7187,21.0075153,105.8321847
7196,16.0607607,108.2190757
7197,16.0607607,108.2190757
7473,10.7929803,106.6268386
7474,10.7486526,106.7043739
7521,10.7073593,105.124302
7522,10.4501059,106.3409481
7526,21.0362225,105.7829684
7597,21.0017137,105.842593
7825,21.0131147,105.7980189
7827,20.9921475,105.8236754
7829,20.4452201,106.33856
7832,20.974445,105.7596491
8032,21.3255138,105.2818002
8033,20.204809,106.1806307
8034,20.212749,106.1035208
8035,22.2737738,104.3652273
8036,20.8572325,106.5825591
8037,21.5643882,105.0037317
8038,21.2798037,106.192027
8039,20.5496274,106.4627525
8040,20.646764,106.1038723
8041,20.7526934,105.6935828
8042,18.6835285,105.6749148
8190,10.9716515,106.6520042
8191,10.771826,106.6776288
8192,10.7968755,106.6553457
8218,16.4689388,107.5937347
8219,20.9836659,105.7827823
8220,21.0159267,105.7758941
8259,10.8008628,106.6796346
8261,15.8772605,108.322324
8262,20.8586513,106.6776109
8263,20.852852,106.6777365
8268,21.0391904,105.8146262
8353,10.3605765,106.3598961
8354,10.9750317,106.6675442
8358,10.0249358,105.7725742
8359,9.96956,105.1031279
8360,19.8086856,105.7707961
8361,10.4917067,107.1721351
8362,18.676753,105.6746928
8363,16.4590856,107.5962817
8410,10.3392018,107.0827036
8465,21.0377719,105.7720612
8535,20.862498,106.6642747
8552,13.7668755,109.2192172
8553,10.7317367,106.7292799
8555,20.843207,106.6668743
8641,10.8298192,106.6711064
8722,10.7736689,106.6209774
8762,10.7799377,106.6389581
8769,10.85123,106.7537583
9082,10.8143156,106.5799238
9333,21.0089513,105.8477963
9601,10.7725662,106.6118216
9671,21.0038369,105.8302764
9680,10.8479738,106.7574095
9681,10.7616459,106.6660773
9831,20.9842079,105.7839245
9929,20.9575595,107.0233264
10117,20.9796563,105.7660599
10165,10.0290256,105.7517254
10166,20.9715583,105.8726346
10169,16.0805229,108.2167421
10170,21.00313,105.8646946
10281,9.6126655,105.9664377
10289,21.018963,106.2017696
10300,10.0452944,105.7774216
10302,21.0026102,105.7993149
10303,21.0102459,105.8583031
10305,21.048409,105.5006363
10399,10.7439199,106.6713343
10628,21.0460019,105.8706259
10630,21.0153428,105.8256846
10721,10.4050636,106.1099167
10878,13.0850597,109.3005168
10913,20.9936182,105.9578028
10918,9.9867354,105.0899155
11094,21.0582783,106.6032215
11096,10.7879484,106.6907995
11097,10.7984674,106.6677008
11098,10.770457,106.705028
11144,21.5429305,105.87327
11285,10.970933,106.4795676
11292,12.2489709,109.1878204
11308,10.7590207,106.6635571
11313,10.7648534,106.7001672
11315,10.7899318,106.7171268
11447,20.2583658,105.9732344
11449,10.4953326,107.1631845
11473,20.9868479,105.8109003
11476,10.8934383,106.3910439
11477,10.8948734,106.3923038
11483,21.0114325,105.8479692
11731,20.9502914,107.0820879
11745,21.3057098,105.87527
11830,10.5710299,105.2391468
11903,10.792942,106.7051693
11912,21.010478,105.8579903
11939,21.008855,105.8587113
12188,10.7300506,106.6866677
12190,10.7792758,106.7024228
12191,21.312251,105.3946862
12192,20.9938064,105.9490759
12193,20.9941197,105.959905
12195,10.7392677,106.7076182
12239,18.6750126,105.6852284
12240,20.8325096,106.6647431
12241,21.0076287,105.7351088
12243,21.7122344,104.8875006
12244,10.8390367,106.8314088
12246,10.790783,106.6710967
12247,10.7394151,106.7035145
12252,10.4025545,105.4172422
12291,21.0301943,105.8500113
12350,20.9938066,105.9515962
12407,10.0048077,105.0868087
12475,20.9794102,105.7848684
12493,10.8240949,106.754474
12494,10.8450434,106.6396787
12705,20.9935294,105.9448433
12708,22.1456903,105.8331105
12709,16.065615,108.1863981
12710,21.03565,105.7591273
12711,11.9458392,108.4375906
12712,10.9484904,106.832358
12716,10.3518119,107.077351
12718,21.0125406,105.8181297
12729,21.0226985,105.8582839
12732,20.9945696,105.9600909
12775,21.035256,105.7917577
12789,20.9674447,105.7696502
12790,21.008395,105.8456473
12791,21.0370018,105.7751213
12792,20.9674447,105.7696502
12793,20.9839401,105.8437957
12794,20.9839401,105.8437957
12795,20.986139,105.7938803
12796,21.0388199,105.797787
12797,21.0107234,105.8198464
12798,21.0236843,105.8508199
12799,21.044501,105.8718013
12841,18.696209,105.6739137
12842,18.8178263,105.7045073
12843,20.8326749,106.6801524
12879,10.8357664,106.6217179
12881,10.8051542,106.7517902
12910,16.0711618,108.2149437
13179,20.9459309,106.0943957
13180,21.3565325,105.9752992
13339,21.0114871,105.8485709
13340,21.0167885,105.7839124
13341,16.0700193,108.2249075
13343,10.8018899,106.748532
13344,10.789579,106.720885
13345,20.8310229,106.6814721
13346,21.0063674,105.8318621
13355,21.0504977,105.9165447
13403,10.7719844,106.7014695
13443,19.8276025,105.7851922
13474,21.578139,105.8162622
13510,20.9900728,105.940632
13539,10.952923,106.8675495
13582,21.5977027,105.822285
13592,20.9424008,107.1064595
13605,16.0668632,108.2112561
13606,10.780987,106.696306
13607,21.0151696,105.7754868
13610,21.113534,105.9516681
13652,21.0328659,105.7960889
13683,10.730656,106.6868926
13684,10.8131407,106.663412
13688,10.7617546,106.6728893
13689,20.968291,105.7672305
13690,21.0356548,105.7616978
13884,10.773248,106.6984964
13886,10.8019418,106.6164339
13888,20.9897037,105.7495229
13890,21.0062226,105.7930425
13891,21.0312117,105.8128582
13892,10.7942301,106.7197498
13893,10.8016171,106.6162407
13894,10.8021184,106.7387936
13895,10.7780306,106.7000198
13901,21.0150995,105.7817574
13961,10.773325,106.698767
13963,21.3712968,103.0169003
14021,10.7993732,106.6121482
14022,10.8025476,106.7392609
14023,10.8263873,106.7666366
14029,10.8015626,106.7124014
14030,10.7567489,106.6918646
14031,10.7805223,106.7050761
14033,10.7605849,106.6817633
14034,10.7886515,106.7690907
14035,10.7953628,106.734474
14036,10.7987142,106.7037195
14037,10.9742426,106.6758944
14038,10.9893765,106.6620649
14039,10.7344803,106.6608279
14042,10.9839208,106.677845
14043,10.3389353,107.0896723
14044,10.8105321,106.7055288
14046,10.8052443,106.729296
14047,10.802927,106.7266523
14048,10.814783,106.6655821
14049,10.8169308,106.7042365
14050,10.7617145,106.6941868
14051,10.7725351,106.6926814
14052,10.8067728,106.7140614
14053,10.7799148,106.6769331
14054,10.7861621,106.6920874
14060,10.777073,106.6888823
14061,10.7416488,106.7004969
14062,10.8343341,106.6328328
14063,10.779608,106.702232
14064,10.7989831,106.7491036
14066,10.3502917,107.0838083
14067,10.3356806,107.0843228
14068,10.846376,106.668374
14069,10.7139412,106.7341555
14070,10.7731815,106.685082
14071,11.0545211,106.6858328
14072,10.7850875,106.6977403
14073,10.7861619,106.699226
14075,10.782935,106.6942502
14076,10.7470711,106.6314138
14077,10.8173605,106.6929619
14078,10.7528911,106.6580948
14079,11.0462097,106.6696072
14080,10.7888,106.694014
14082,10.7768214,106.6881264
14083,10.771577,106.700195
14084,10.7749744,106.6986846
14085,10.7894771,106.700236
14087,10.798659,106.6605523
14088,10.7982291,106.7090217
14091,10.0325315,105.7580366
14096,10.8027273,106.6452004
14098,10.8665195,106.6136912
14099,10.8155364,106.7726333
14100,10.851897,106.7578856
14102,10.8277103,106.6243779
14104,10.7766363,106.753919
14105,10.8294524,106.7117334
14106,10.3702064,107.074258
14107,10.7990245,106.6840207
14108,10.8480002,106.6762255
14109,10.8097597,106.6719538
14110,10.7647492,106.6714387
14111,10.777075,106.7541444
14113,11.0033347,106.667338
14115,10.9813581,106.6732094
14116,10.761021,106.710651
14117,10.761485,106.6830026
14120,20.9940838,105.9576859
14157,10.3494027,107.0759442
14158,10.7651903,106.6033372
14164,10.3371462,107.087791
14165,10.7722768,106.7199494
14166,10.7927021,106.7168026
14167,10.7951377,106.6790665
14168,10.8149131,106.7052551
14169,10.7519912,106.6723672
14170,10.788544,106.7754355
14171,10.7564527,106.6832556
14172,10.7562997,106.6685999
14174,10.7879283,106.7600859
14176,10.7845988,106.6432207
14177,10.7584347,106.664573
14178,10.792942,106.7079673
14179,10.7656144,106.687318
14180,10.805643,106.7139639
14181,10.8037817,106.729787
14182,10.7457578,106.6260923
14183,10.7552091,106.6332472
14184,10.7821754,106.6640791
14185,10.7755418,106.685587
14186,10.7544732,106.6818036
14187,10.7900575,106.6884798
14188,10.7639316,106.6910377
14189,10.7073676,106.7276517
14192,10.8423521,106.6367938
14193,10.7256059,106.6203115
14194,10.8381115,106.6628833
14195,10.7550679,106.6657949
14196,10.7924736,106.6776761
14198,10.7710678,106.6876599
14199,10.78993,106.683619
14200,10.7605545,106.6817764
14201,10.7614491,106.6683296
14202,10.8494334,106.769408
14203,10.7811328,106.6886202
14204,10.7918773,106.7007576
14205,10.792728,106.70989
14206,10.816074,106.7182379
14243,21.0012372,105.813884
14312,20.9940838,105.9576859
14315,21.0538161,105.8758329
14353,21.1177438,105.9502888
14354,20.7316827,105.7688164
14355,10.4660051,105.6331865
14428,20.8329307,106.6736427
14429,20.2609095,105.9738576
14558,10.2451955,105.9750052
14587,21.8188995,105.2032083
14590,10.8470006,106.7197841
14615,10.3451335,107.0791348
14617,10.7641755,106.6556435
14618,10.3389352,107.0830793
14621,10.852515,106.651011
14622,10.80542,106.7495424
14623,10.9672726,106.6669241
14624,10.7953628,106.734474
14625,11.0594759,106.6943848
14626,10.7992965,106.704539
14627,10.7360218,106.6691846
14628,10.8222268,106.6862805
14629,10.8214539,106.684688
14634,21.0108317,105.7827332
14646,21.5849288,105.8308997
14654,10.7874,106.6825212
14659,10.7201231,106.7267599
14662,10.788995,106.6758618
14699,20.4302578,106.1721426
14710,10.7373401,106.6553378
14715,20.9941365,105.9455573
14743,20.9940838,105.9576859
14745,20.9939145,105.958349
14746,20.9345717,106.3216898
14747,20.9857884,105.7926267
14748,20.9838581,105.8406912
14756,21.0082254,105.8578101
14799,10.7802243,106.6972801
14816,20.8331815,106.6798781
14834,10.7337112,106.7037173
14835,10.8133802,106.665498
14880,16.0667475,108.1846816
14917,20.977589,105.7897878
14977,21.0521335,105.8372272
15050,21.0060414,105.8043217
15192,20.9940838,105.9576859
15232,20.9937149,105.9597954
15272,20.8431576,106.6798209
15273,20.9668723,105.7428317
15274,21.0213121,105.7991449
15330,20.9940838,105.9576859
15334,21.0092637,105.8226285
15335,10.9588115,106.83278
15336,16.0737909,108.2117119
15337,10.3522939,107.0784241
15338,10.9821691,106.6585634
15339,10.0453168,105.7782592
15340,10.4651682,105.6260635
15342,10.793646,106.6568996
15343,10.8460556,106.6107612
15344,10.7566629,106.6202885
15345,10.8875198,106.5903454
15346,10.7942326,106.6428512
15503,10.8068758,106.707201
15519,20.9984497,105.9265943
15551,10.768825,106.6878035
15556,10.7917192,106.6933853
15557,10.8048514,106.6618859
15558,10.7565179,106.5890465
15559,10.8294149,106.7122163
15560,10.8562492,106.7544144
15561,10.8492587,106.6626501
15562,10.7783366,106.632464
15563,10.7517868,106.6009016
15564,10.8258915,106.6872761
15565,10.8028588,106.6900785
15566,10.7862114,106.6876589
15567,10.7511374,106.7235557
15568,10.7579865,106.6699366
15569,10.7383684,106.7145234
15570,10.7964256,106.6520048
15571,10.8159146,106.5948742
15572,10.8134595,106.6767272
15573,10.7855583,106.6521078
15574,10.7646402,106.6574353
15575,10.7952705,106.6358135
15576,10.787416,106.6761663
15577,10.8080673,106.6162285
15578,10.7646402,106.6574353
15579,10.8466569,106.775549
15580,10.7478876,106.6327022
15581,10.8017922,106.709624
15582,10.7917192,106.6933853
15583,10.8137719,106.7074425
15584,10.7782958,106.6792352
15585,10.8019873,106.6427932
15586,10.6977544,106.7339647
15587,10.7624008,106.6978081
15588,10.744488,106.6884926
15589,10.7509434,106.6571477
15627,9.6057412,105.9732783
15634,21.021135,105.8501948
15635,20.9664712,105.8405789
15636,21.0292028,105.8012943
15637,21.0102655,107.2752555
15638,21.0182378,105.8280106
15639,21.0469977,105.8347151
15640,21.049286,105.8805573
15641,20.9906504,105.8012604
15642,21.0305805,105.8239859
15643,21.029849,105.8442523
15644,10.9821432,106.6720961
15645,10.9511307,106.8097793
15646,10.9420233,106.8609901
15647,21.307892,105.5837416
15648,18.6804989,105.672619
15649,21.0340002,106.7731746
15650,20.9766449,105.8393977
15651,21.0676512,105.7049668
15652,21.045317,105.8039243
15653,21.5885199,105.8270918
15654,20.9583441,107.0870435
15655,16.0668191,108.2047703
15656,10.7705854,106.9559707
15658,10.9746228,106.8446028
15660,11.274887,107.4767343
15661,11.7320742,108.3715338
15662,11.9410577,108.4293471
15663,12.6921971,108.0618047
15664,12.6801781,108.0403742
15665,13.7759846,109.2226551
15666,10.9286784,108.102892
15667,12.2502452,109.1817337
15668,12.2493366,109.1884797
15669,16.4520807,107.6005335
15670,10.7236816,106.5986759
15672,16.0301161,108.2214265
15673,10.2535131,105.9692651
15674,10.3928358,106.2990059
15675,10.3615494,106.3598717
15676,10.376744,105.4387941
15677,10.5379699,106.4114726
15678,10.7058807,105.1272883
15679,9.3237869,105.9786929
15680,10.2903971,105.7618556
15681,9.9976081,105.0900647
15682,10.2231852,103.9652501
15683,10.4548705,105.6318892
15684,9.1809893,105.1557513
15685,10.2352632,106.3742798
15686,9.2879924,105.7199399
15688,20.2543752,105.9706077
15689,11.3083474,106.1148741
15738,21.0420602,105.759062
15792,10.8275627,106.6741434
15813,20.9915173,105.7273309
15814,20.4291751,106.1669492
15815,21.0403127,105.76645
15919,21.0003609,105.8049882
15920,10.8145422,106.776227
15975,16.0658173,108.1836057
15992,20.9906629,105.7877874
15993,21.0144483,105.7857201
15994,10.8000555,106.6496615
15997,10.8024313,106.6423723
16001,21.3146304,105.6037021
16002,20.9507988,107.0829119
16003,20.2578066,105.9716411
16004,20.9394573,106.3295279
16005,21.3109596,105.3973722
16006,21.58694,105.8250113
16007,21.1793047,106.0657507
16008,21.0334032,106.760168
16012,18.6733527,105.6864826
16017,20.4475593,106.3361525
16018,20.5434463,105.9169578
16047,21.0153428,105.8256846
16054,21.1172856,105.9558879
16094,20.9591547,107.088342
16105,22.324881,104.1824658
16153,20.9972345,105.8088607
16347,20.8533179,106.6825941
16348,20.9892374,105.7870173
16356,21.0343166,105.7945685
16399,21.0352572,105.8204427
16496,21.0465804,105.8750769
16499,10.7122889,106.70725
16569,20.9375398,105.9263317
16592,20.8462142,106.6860578
16593,21.040138,105.8424702
16646,12.8132559,108.4501743
16649,9.298812,105.7188475
16653,10.8506684,106.7641739
16671,21.0299219,105.837552
16672,10.7844131,106.6944145
16674,10.7722912,106.7017909
16675,10.7751837,106.6696877
16676,10.7844131,106.6966032
16677,10.7722912,106.7017909
16678,10.8037456,106.7353766
16679,10.7816052,106.6952922
16680,10.8095819,106.7128213
16681,10.7275896,106.7143447
16682,10.7816052,106.6952922
16683,10.7823723,106.6899836
16684,10.7971877,106.7190062
16685,10.7667071,106.7019368
16686,10.7813623,106.6966839
16687,10.799707,106.6684683
16688,10.8011505,106.7293491
16689,10.8021391,106.7158161
16690,10.7783187,106.6792349
16691,10.7955321,106.7222734
16692,10.7821402,106.6986944
16693,10.7696545,106.6976896
16694,10.813195,106.6646403
16695,10.8030107,106.7179915
16696,10.784223,106.7035413
16697,10.7851584,106.6937609
16698,10.718706,106.72543
16699,10.7812881,106.7030801
16700,10.7918003,106.7000374
